path,group,kind,implementation_status,evidence,runtime_certification
lib/core/theme/design_system.dart,01_foundation_shell,theme,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/design_system_demo_page.dart,01_foundation_shell,demo,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/foundation/colors.dart,01_foundation_shell,token,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/foundation/motion.dart,01_foundation_shell,token,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/foundation/radius.dart,01_foundation_shell,token,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/foundation/shadows.dart,01_foundation_shell,token,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/foundation/spacing.dart,01_foundation_shell,token,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/foundation/typography.dart,01_foundation_shell,token,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/medical_ui.dart,01_foundation_shell,theme,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/badge.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/button.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/card.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/chip.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/input.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/section_header.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/states/empty_state.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/states/error_state.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/primitives/states/loading_state.dart,01_foundation_shell,primitive,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/theme.dart,01_foundation_shell,theme,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/tokens/color_tokens.dart,01_foundation_shell,token,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/tokens/component_tokens.dart,01_foundation_shell,token,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/tokens/spacing_tokens.dart,01_foundation_shell,token,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/features/nabi/presentation/navigation/nabi_route_mapper.dart,12_nabi_global,presentation_support,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/features/nabi/presentation/navigation/nabi_route_observer.dart,12_nabi_global,presentation_support,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/features/nabi/presentation/widgets/nabi_animation_player.dart,12_nabi_global,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/features/nabi/presentation/widgets/nabi_app_shell.dart,12_nabi_global,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/features/nabi/presentation/widgets/nabi_assistant_overlay.dart,12_nabi_global,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/features/nabi/presentation/widgets/nabi_character.dart,12_nabi_global,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/features/nabi/presentation/widgets/nabi_floating_mascot.dart,12_nabi_global,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/sale_referral/presentation/pages/sale_participation_page.dart,11_sale_admin,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/sale_referral/presentation/pages/sale_shell_page.dart,11_sale_admin,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/shared/widgets/loading_gen_ai.dart,08_features_care,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/shared/widgets/vietnamese_ui_text.dart,08_features_care,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
